offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,1034.25,1915.0,1050.0,907.0,265.0
No,Points,Postcard,High,2,No,Medium,2,1,4,No,260.5,266.0,174.0,247.0,355.0
No,Cash Back,Postcard,Medium,2,No,High,3,1,2,Yes,1548.25,1465.0,1778.0,1664.0,1286.0
No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1281.75,696.0,1311.0,1650.0,1470.0
No,Points,Postcard,Low,1,No,Medium,1,1,3,No,1051.25,1813.0,829.0,1339.0,224.0
No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,1131.5,737.0,1313.0,1615.0,861.0
No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,989.5,619.0,582.0,1082.0,1675.0
No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,745.75,632.0,702.0,789.0,860.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,1385.25,1873.0,1628.0,1256.0,784.0
No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1023.25,1372.0,1519.0,420.0,782.0
No,Points,Letter,Low,1,No,Medium,2,1,2,No,1066.0,1831.0,1022.0,772.0,639.0
Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,268.0,261.0,347.0,265.0,199.0
No,Cash Back,Letter,Low,2,Yes,High,2,1,4,Yes,274.75,433.0,282.0,348.0,36.0
No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,854.0,652.0,885.0,888.0,991.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,673.0,709.0,778.0,514.0,691.0
No,Points,Letter,High,3,No,Low,4,1,5,Yes,988.0,1892.0,1225.0,810.0,25.0
No,Cash Back,Letter,High,1,Yes,Low,2,2,4,Yes,998.75,1997.0,1031.0,658.0,309.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,1464.75,777.0,1792.0,1890.0,1400.0
No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,958.25,423.0,777.0,1308.0,1325.0
No,Points,Postcard,Medium,2,No,High,2,1,4,Yes,1477.0,1355.0,1858.0,2171.0,524.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,6,Yes,718.5,561.0,664.0,657.0,992.0
No,Cash Back,Letter,Low,1,No,High,2,1,4,No,991.25,1250.0,1358.0,478.0,879.0
No,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,821.75,936.0,626.0,885.0,840.0
No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,1096.25,1146.0,931.0,1367.0,941.0
No,Points,Letter,Medium,1,No,High,3,2,4,Yes,1494.0,1259.0,1722.0,1606.0,1389.0
Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,781.0,630.0,962.0,618.0,914.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1263.0,641.0,1813.0,1372.0,1226.0
No,Points,Letter,Medium,1,No,Medium,1,2,3,Yes,1151.75,12.0,1651.0,1612.0,1332.0
No,Air Miles,Letter,High,1,No,Low,2,1,5,Yes,1118.25,1739.0,1319.0,999.0,416.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,757.0,912.0,710.0,722.0,684.0
No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,1181.25,1355.0,1674.0,1392.0,304.0
No,Points,Letter,Medium,2,No,High,1,1,3,No,1287.75,871.0,1017.0,1940.0,1323.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1759.25,1808.0,1950.0,1592.0,1687.0
No,Cash Back,Letter,High,2,No,Medium,1,1,5,Yes,798.25,468.0,816.0,1273.0,636.0
No,Points,Postcard,High,1,No,Low,2,1,3,No,750.5,523.0,840.0,817.0,822.0
No,Points,Postcard,Medium,1,No,Low,1,2,2,No,1004.75,743.0,526.0,1438.0,1312.0
No,Cash Back,Postcard,High,1,No,Low,1,2,4,Yes,1020.5,663.0,632.0,2261.0,526.0
No,Points,Letter,Medium,1,No,High,1,1,4,Yes,920.75,667.0,1425.0,848.0,743.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,1066.5,138.0,666.0,1292.0,2170.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,5,No,946.5,1940.0,1050.0,558.0,238.0
Yes,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1072.25,1563.0,1356.0,1179.0,191.0
No,Cash Back,Postcard,High,1,Yes,Medium,2,1,4,No,702.5,151.0,623.0,1301.0,735.0
No,Points,Postcard,High,1,No,Low,2,1,3,Yes,793.25,724.0,769.0,687.0,993.0
No,Points,Letter,Low,1,No,Low,1,1,6,Yes,1088.25,618.0,1080.0,1481.0,1174.0
No,Cash Back,Letter,Low,2,Yes,High,2,1,5,Yes,1298.5,223.0,1303.0,1705.0,1963.0
No,Cash Back,Letter,Low,1,No,Low,2,2,2,Yes,671.75,558.0,729.0,539.0,861.0
No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1296.75,267.0,1646.0,2107.0,1167.0
No,Cash Back,Letter,High,2,No,Medium,2,1,3,Yes,1094.0,440.0,1086.0,809.0,2041.0
No,Points,Letter,Medium,1,No,High,3,2,5,No,1026.25,342.0,1302.0,1988.0,473.0
No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,958.5,781.0,484.0,1098.0,1471.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,992.5,125.0,1225.0,804.0,1816.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,5,No,955.5,143.0,1180.0,1159.0,1340.0
No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,919.0,1634.0,1117.0,537.0,388.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,2,Yes,1068.75,1422.0,967.0,1276.0,610.0
Yes,Points,Postcard,Medium,1,No,High,1,1,4,Yes,279.25,189.0,340.0,328.0,260.0
No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,972.5,1634.0,1217.0,683.0,356.0
No,Air Miles,Postcard,Medium,2,No,High,1,1,5,Yes,956.0,681.0,786.0,1168.0,1189.0
No,Points,Letter,Low,2,No,Medium,1,1,3,Yes,241.25,475.0,76.0,337.0,77.0
No,Cash Back,Letter,Medium,1,No,High,2,1,5,No,701.5,515.0,552.0,990.0,749.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,1195.0,702.0,1534.0,1604.0,940.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1036.0,1919.0,1313.0,910.0,2.0
No,Air Miles,Postcard,Low,2,No,Medium,3,2,3,Yes,1142.0,2179.0,944.0,1106.0,339.0
No,Points,Letter,Medium,2,No,High,1,2,3,Yes,1166.75,830.0,1329.0,1090.0,1418.0
No,Cash Back,Postcard,High,1,No,High,1,2,2,Yes,918.0,53.0,1024.0,1261.0,1334.0
No,Air Miles,Letter,Medium,1,No,High,4,1,5,Yes,1695.5,1635.0,1663.0,1866.0,1618.0
Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,997.5,1005.0,866.0,1147.0,972.0
No,Points,Postcard,Low,1,No,High,2,1,3,Yes,326.75,177.0,464.0,189.0,477.0
No,Points,Postcard,Low,1,Yes,High,2,1,1,Yes,1059.5,1730.0,1486.0,952.0,70.0
No,Air Miles,Postcard,Medium,1,No,Medium,4,2,2,Yes,1273.5,999.0,883.0,2092.0,1120.0
No,Points,Letter,Low,3,No,Medium,2,1,2,Yes,1183.0,416.0,1404.0,1963.0,949.0
No,Cash Back,Postcard,High,2,No,High,4,1,4,No,1085.0,1769.0,1336.0,942.0,293.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,6,No,1266.5,811.0,1183.0,1729.0,1343.0
No,Points,Postcard,High,1,No,Low,1,1,4,No,1225.25,1402.0,830.0,803.0,1866.0
No,Points,Letter,Low,1,No,Low,2,1,4,No,1078.5,1770.0,1429.0,811.0,304.0
No,Air Miles,Letter,Low,2,No,Medium,1,1,1,No,1079.25,2112.0,1165.0,889.0,151.0
No,Air Miles,Letter,High,1,No,Low,2,2,2,Yes,1302.5,1649.0,1580.0,1052.0,929.0
Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1297.5,202.0,1029.0,1790.0,2169.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,No,186.75,228.0,37.0,44.0,438.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1171.75,771.0,497.0,1605.0,1814.0
No,Points,Letter,Medium,1,No,High,2,1,4,No,1060.25,402.0,1341.0,1121.0,1377.0
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,858.5,597.0,468.0,1965.0,404.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,4,Yes,346.75,487.0,433.0,84.0,383.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,3,Yes,1041.25,1812.0,1193.0,414.0,746.0
No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,3,Yes,954.0,1910.0,1067.0,718.0,121.0
Yes,Air Miles,Letter,Medium,1,No,Low,2,2,3,Yes,946.0,525.0,1361.0,1245.0,653.0
No,Air Miles,Letter,High,1,No,Low,2,1,5,No,934.25,1878.0,1246.0,567.0,46.0
No,Points,Postcard,Low,1,No,Low,3,1,4,Yes,747.75,731.0,701.0,783.0,776.0
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1017.5,1639.0,1169.0,800.0,462.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1037.25,348.0,904.0,1228.0,1669.0
No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,907.5,177.0,1127.0,1280.0,1046.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,No,995.0,1410.0,1798.0,652.0,120.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,No,315.25,272.0,172.0,459.0,358.0
No,Points,Letter,High,1,No,High,2,2,2,Yes,656.5,569.0,612.0,891.0,554.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,No,926.5,1701.0,1432.0,540.0,33.0
No,Points,Letter,High,1,No,Low,1,2,3,Yes,1319.25,981.0,1045.0,1799.0,1452.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,848.25,864.0,985.0,750.0,794.0
No,Points,Postcard,Low,1,No,Medium,3,1,2,Yes,1276.25,598.0,1291.0,2263.0,953.0
No,Cash Back,Postcard,Medium,1,No,High,4,1,3,Yes,972.0,186.0,1120.0,1491.0,1091.0
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,1274.5,454.0,1270.0,1572.0,1802.0
No,Air Miles,Letter,High,1,No,Medium,1,1,2,No,746.25,623.0,813.0,958.0,591.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1084.0,2073.0,883.0,1178.0,202.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,811.25,961.0,753.0,645.0,886.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,822.75,875.0,912.0,839.0,665.0
No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,732.25,588.0,723.0,681.0,937.0
No,Cash Back,Letter,Low,1,No,Low,3,2,4,Yes,265.0,382.0,343.0,322.0,13.0
No,Points,Postcard,Low,1,No,High,2,2,2,Yes,1237.75,799.0,633.0,1789.0,1730.0
No,Air Miles,Postcard,High,1,No,High,2,2,1,Yes,1681.75,1459.0,1748.0,1905.0,1615.0
No,Air Miles,Postcard,High,1,Yes,High,3,1,6,No,1030.5,760.0,723.0,1104.0,1535.0
No,Points,Postcard,High,1,No,Low,2,2,3,No,1061.5,1357.0,1330.0,1189.0,370.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,2,2,No,1513.0,1229.0,1175.0,1786.0,1862.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1128.75,641.0,1197.0,1684.0,993.0
No,Cash Back,Postcard,Low,1,Yes,Low,2,1,5,Yes,1173.75,605.0,1416.0,1690.0,984.0
No,Points,Letter,High,1,No,High,1,1,3,Yes,1301.5,454.0,1756.0,1764.0,1232.0
Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,2,Yes,1072.0,1740.0,1241.0,837.0,470.0
Yes,Air Miles,Postcard,Medium,1,No,Medium,2,2,5,No,921.5,545.0,470.0,1303.0,1368.0
No,Points,Postcard,Medium,1,No,High,2,1,2,No,1178.5,155.0,1106.0,1502.0,1951.0
No,Cash Back,Letter,High,1,No,High,1,2,6,No,849.0,953.0,891.0,892.0,660.0
No,Air Miles,Letter,Medium,2,Yes,Medium,4,1,5,No,1251.0,676.0,987.0,2260.0,1081.0
No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1250.75,796.0,1010.0,1423.0,1774.0
No,Air Miles,Letter,Medium,2,No,Medium,2,2,2,No,988.25,1313.0,1408.0,612.0,620.0
No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,242.75,99.0,385.0,242.0,245.0
No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,795.0,854.0,611.0,840.0,875.0
No,Air Miles,Postcard,High,1,No,High,3,1,3,Yes,530.75,154.0,447.0,821.0,701.0
No,Points,Letter,High,2,No,Medium,2,1,3,Yes,1328.25,354.0,1786.0,1973.0,1200.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,1289.5,668.0,1759.0,2061.0,670.0
No,Cash Back,Letter,Medium,1,No,High,2,1,2,No,1401.75,1982.0,1402.0,1374.0,849.0
No,Points,Postcard,Low,1,No,Medium,3,1,4,Yes,1313.25,467.0,1775.0,2027.0,984.0
No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,936.0,905.0,657.0,1062.0,1120.0
No,Points,Postcard,Low,2,No,High,2,1,4,Yes,1027.5,537.0,1213.0,1268.0,1092.0
No,Points,Letter,Medium,2,Yes,Low,2,2,4,No,352.0,458.0,359.0,418.0,173.0
No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1072.25,1749.0,1221.0,870.0,449.0
No,Points,Letter,High,1,No,Low,1,1,4,Yes,294.75,324.0,174.0,356.0,325.0
No,Air Miles,Letter,Medium,2,No,Low,2,1,5,No,1037.0,321.0,1303.0,1924.0,600.0
No,Points,Letter,Medium,1,No,Medium,3,1,3,No,1187.5,2192.0,1106.0,1012.0,440.0
No,Air Miles,Postcard,Medium,2,No,High,3,2,4,Yes,287.25,375.0,316.0,46.0,412.0
No,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,997.0,1385.0,896.0,1039.0,668.0
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1122.25,1334.0,1481.0,993.0,681.0
No,Cash Back,Letter,High,1,No,Low,4,1,3,Yes,747.25,967.0,752.0,599.0,671.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,1083.0,308.0,950.0,1309.0,1765.0
No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,687.25,270.0,712.0,821.0,946.0
No,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,1746.25,1763.0,1611.0,1910.0,1701.0
No,Cash Back,Letter,High,1,No,Medium,2,1,3,No,293.75,428.0,388.0,11.0,348.0
No,Points,Letter,Medium,1,No,Medium,3,1,2,Yes,940.5,1785.0,1372.0,516.0,89.0
Yes,Cash Back,Letter,Low,1,No,Medium,1,1,6,Yes,213.0,209.0,217.0,131.0,295.0
No,Points,Letter,High,1,No,Medium,1,1,3,Yes,1035.0,1981.0,1048.0,948.0,163.0
No,Points,Postcard,Low,2,No,High,2,1,2,Yes,1039.5,1838.0,1394.0,912.0,14.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,815.25,675.0,897.0,979.0,710.0
No,Points,Letter,High,1,No,High,2,2,4,No,1007.0,1748.0,1416.0,834.0,30.0
No,Points,Letter,High,1,Yes,Low,1,1,5,Yes,1832.75,1814.0,1769.0,1749.0,1999.0
No,Cash Back,Postcard,High,1,No,Low,1,1,5,No,220.25,303.0,318.0,182.0,78.0
No,Points,Letter,Medium,2,No,Low,2,1,3,No,869.5,1531.0,1322.0,602.0,23.0
No,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1071.0,1775.0,1190.0,950.0,369.0
No,Cash Back,Postcard,Low,1,Yes,Medium,3,1,5,Yes,951.75,64.0,915.0,1811.0,1017.0
No,Cash Back,Postcard,Low,2,No,Low,2,1,3,Yes,791.5,506.0,952.0,927.0,781.0
No,Cash Back,Postcard,High,2,No,Low,4,2,5,Yes,1345.25,1532.0,1788.0,1114.0,947.0
No,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,No,1216.0,294.0,1231.0,1749.0,1590.0
No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,1337.75,590.0,1133.0,1668.0,1960.0
No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,975.25,128.0,1285.0,2012.0,476.0
No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,1071.0,1770.0,1427.0,695.0,392.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,662.5,1230.0,841.0,514.0,65.0
Yes,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1021.5,1377.0,1190.0,848.0,671.0
No,Cash Back,Letter,Low,1,No,Medium,4,1,4,No,1119.0,65.0,1147.0,1566.0,1698.0
No,Cash Back,Letter,High,1,No,Medium,2,1,2,Yes,1078.5,1974.0,860.0,1199.0,281.0
No,Air Miles,Postcard,Low,1,No,Medium,1,2,3,Yes,1105.25,1588.0,1497.0,920.0,416.0
No,Points,Letter,Medium,2,No,High,2,1,2,No,362.25,437.0,428.0,195.0,389.0
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1100.5,1888.0,1277.0,912.0,325.0
No,Air Miles,Letter,High,2,No,Low,3,1,1,Yes,1146.0,23.0,1537.0,1951.0,1073.0
No,Air Miles,Postcard,Medium,1,No,Low,2,2,3,Yes,1240.25,866.0,1133.0,1173.0,1789.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,228.75,243.0,125.0,497.0,50.0
No,Air Miles,Postcard,High,1,No,High,1,1,3,Yes,1506.5,949.0,1827.0,1891.0,1359.0
No,Cash Back,Postcard,Medium,3,No,High,1,2,4,Yes,858.0,1654.0,1132.0,640.0,6.0
No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1163.75,2180.0,854.0,882.0,739.0
No,Points,Letter,Medium,1,No,Medium,1,2,2,Yes,1269.5,847.0,1111.0,1482.0,1638.0
No,Air Miles,Postcard,Low,1,No,High,1,1,2,Yes,1161.5,238.0,796.0,1725.0,1887.0
No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,No,930.25,1831.0,1274.0,565.0,51.0
No,Cash Back,Postcard,Low,1,No,Low,2,2,5,Yes,163.0,276.0,44.0,186.0,146.0
Yes,Points,Postcard,High,1,No,Low,3,1,4,No,1277.25,1195.0,1680.0,1685.0,549.0
No,Cash Back,Postcard,High,1,Yes,Low,2,1,3,Yes,779.0,864.0,677.0,972.0,603.0
No,Air Miles,Postcard,High,1,No,Low,2,1,4,No,606.5,548.0,739.0,573.0,566.0
No,Points,Letter,Medium,1,No,Medium,2,2,4,Yes,1505.5,1424.0,1652.0,2042.0,904.0
No,Points,Letter,High,1,No,Low,1,1,4,Yes,1253.0,1947.0,1677.0,1048.0,340.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,361.75,225.0,393.0,434.0,395.0
No,Points,Postcard,Medium,1,Yes,High,2,1,3,Yes,1079.25,744.0,1700.0,1240.0,633.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,3,Yes,950.0,1448.0,937.0,725.0,690.0
No,Points,Letter,Low,2,No,Low,2,1,2,Yes,988.0,1842.0,1284.0,654.0,172.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,5,Yes,1269.75,597.0,1586.0,1990.0,906.0
No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1053.0,319.0,786.0,1697.0,1410.0
No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,986.25,212.0,497.0,1642.0,1594.0
Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,No,1274.0,541.0,1295.0,1991.0,1269.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1261.25,611.0,1121.0,1303.0,2010.0
No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1225.5,342.0,1248.0,2065.0,1247.0
No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,1053.75,403.0,927.0,837.0,2048.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1056.25,1600.0,867.0,1031.0,727.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1569.0,1283.0,1208.0,2224.0,1561.0
No,Cash Back,Letter,High,2,No,Low,1,1,4,Yes,901.0,592.0,1304.0,1117.0,591.0
No,Points,Letter,Medium,1,No,High,2,1,4,No,308.5,469.0,190.0,449.0,126.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,5,Yes,926.0,1568.0,1323.0,764.0,49.0
No,Points,Letter,Medium,1,No,Medium,3,1,4,No,848.25,1221.0,803.0,825.0,544.0
No,Points,Postcard,High,1,No,High,3,2,3,No,1428.25,551.0,1757.0,2129.0,1276.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,3,No,744.5,969.0,544.0,710.0,755.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,3,No,1123.0,1742.0,1399.0,805.0,546.0
No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1016.75,512.0,874.0,1173.0,1508.0
No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1195.25,303.0,844.0,1487.0,2147.0
No,Air Miles,Postcard,Low,1,Yes,High,1,1,2,Yes,1745.75,1748.0,1756.0,1800.0,1679.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1054.75,1576.0,1262.0,934.0,447.0
No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,1245.25,1594.0,1458.0,1282.0,647.0
No,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1316.75,2105.0,1631.0,1152.0,379.0
No,Air Miles,Letter,High,1,No,Medium,1,1,2,Yes,985.25,603.0,1295.0,1435.0,608.0
No,Air Miles,Letter,High,1,No,Medium,3,1,4,No,1027.5,1851.0,1272.0,520.0,467.0
No,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,281.0,166.0,297.0,165.0,496.0
No,Air Miles,Letter,High,2,No,Low,3,1,4,Yes,362.75,343.0,397.0,350.0,361.0
No,Cash Back,Letter,High,1,No,Low,2,1,6,Yes,1718.0,1840.0,1921.0,1603.0,1508.0
Yes,Cash Back,Letter,Medium,1,No,Low,1,1,5,No,1162.0,963.0,1004.0,1341.0,1340.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,No,818.75,1233.0,1182.0,693.0,167.0
No,Points,Letter,High,1,No,Low,2,2,3,Yes,1151.5,107.0,1771.0,2040.0,688.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1004.0,724.0,1157.0,824.0,1311.0
No,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1006.25,253.0,1142.0,1153.0,1477.0
No,Points,Postcard,Low,1,No,Low,2,2,3,No,1261.5,686.0,1580.0,1723.0,1057.0
No,Points,Postcard,Medium,1,No,High,2,1,3,No,985.5,192.0,588.0,2264.0,898.0
No,Air Miles,Letter,Medium,2,No,Low,1,1,4,No,1201.25,156.0,1152.0,1460.0,2037.0
No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,395.75,372.0,296.0,441.0,474.0
No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,253.0,322.0,283.0,90.0,317.0
No,Cash Back,Letter,High,1,No,High,4,1,5,Yes,1415.75,2182.0,1442.0,1340.0,699.0
No,Points,Postcard,Medium,2,No,Medium,3,1,6,Yes,935.75,890.0,616.0,827.0,1410.0
No,Points,Postcard,Low,1,Yes,High,2,1,4,Yes,922.5,1573.0,1109.0,760.0,248.0
No,Air Miles,Letter,Low,1,No,High,1,1,3,No,288.75,367.0,241.0,313.0,234.0
No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,979.25,1533.0,1474.0,798.0,112.0
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,1,Yes,1108.25,1705.0,1520.0,417.0,791.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,5,Yes,986.0,1306.0,1149.0,1227.0,262.0
No,Air Miles,Postcard,Medium,2,Yes,High,1,1,5,No,1054.25,883.0,879.0,810.0,1645.0
No,Air Miles,Letter,Medium,1,No,High,3,1,5,No,1080.25,120.0,1846.0,1361.0,994.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,4,No,906.0,1098.0,657.0,1198.0,671.0
No,Air Miles,Letter,Low,1,No,Medium,3,1,5,No,1020.25,643.0,1491.0,1400.0,547.0
No,Points,Letter,High,1,No,Medium,1,2,3,No,1092.0,1944.0,1227.0,834.0,363.0
No,Cash Back,Letter,Medium,1,No,Medium,2,2,5,Yes,973.25,1760.0,1068.0,947.0,118.0
No,Air Miles,Postcard,Low,1,Yes,High,1,2,3,Yes,1279.75,942.0,867.0,1951.0,1359.0
No,Air Miles,Letter,Medium,2,No,Medium,1,2,4,No,1154.75,1989.0,1348.0,949.0,333.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,217.25,407.0,418.0,21.0,23.0
No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,303.0,151.0,355.0,451.0,255.0
No,Cash Back,Postcard,Medium,1,No,High,3,3,3,Yes,717.0,709.0,582.0,693.0,884.0
No,Cash Back,Letter,Medium,1,No,High,2,2,5,Yes,999.75,1685.0,1251.0,767.0,296.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1205.25,367.0,875.0,1964.0,1615.0
No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,806.25,735.0,931.0,620.0,939.0
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1089.25,277.0,1248.0,2042.0,790.0
No,Cash Back,Letter,Medium,1,No,Medium,3,2,3,Yes,944.0,1526.0,1300.0,651.0,299.0
No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,1159.5,455.0,818.0,2127.0,1238.0
No,Points,Letter,Low,2,No,Medium,2,1,5,No,253.0,231.0,133.0,438.0,210.0
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,Yes,1006.25,1904.0,1000.0,933.0,188.0
No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,926.75,130.0,864.0,2026.0,687.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,1051.75,1200.0,878.0,824.0,1305.0
No,Cash Back,Letter,High,1,No,High,2,1,2,Yes,1419.5,2097.0,1393.0,1148.0,1040.0
No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,1142.0,2027.0,1490.0,952.0,99.0
No,Cash Back,Letter,Medium,1,No,High,2,2,4,No,912.0,866.0,478.0,861.0,1443.0
No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,Yes,1068.75,1951.0,1344.0,942.0,38.0
No,Points,Postcard,Low,1,No,High,2,1,4,Yes,190.75,132.0,306.0,166.0,159.0
No,Points,Letter,Medium,1,No,High,2,1,2,Yes,1233.5,1908.0,1346.0,1385.0,295.0
No,Points,Letter,Medium,1,No,High,2,1,2,Yes,175.0,192.0,132.0,44.0,332.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,1101.25,1677.0,1446.0,922.0,360.0
